# time x y cluster_labels
315533070.0000000 495158.7654197 4580534.6703435 0.0000000
315533130.0000000 493847.0013469 4590614.9065077 0.0000000
315534090.0000000 506375.4553420 4587547.4868644 0.0000000
315534120.0000000 495151.1631613 4569140.9455955 0.0000000
315534210.0000000 468738.7635394 4577532.8406155 0.0000000
315534240.0000000 488882.4592640 4577474.0102002 0.0000000
315534270.0000000 496476.7562923 4575713.4623392 0.0000000
315534300.0000000 513934.6451465 4600705.1604246 0.0000000
315534360.0000000 505402.4472835 4565635.6129676 0.0000000
315534390.0000000 502755.0195568 4569139.8512882 0.0000000
315534420.0000000 513970.1978159 4582299.4222290 0.0000000
315534450.0000000 501430.6281290 4579218.5233339 0.0000000
315534480.0000000 497797.9737443 4575712.9413359 0.0000000
315534540.0000000 495159.9363838 4582287.5687403 0.0000000
315534630.0000000 490232.3997912 4598945.3498846 0.0000000
315534660.0000000 490221.1221525 4590618.9040971 0.0000000
315534690.0000000 488897.2450521 4587114.9701155 0.0000000
315534720.0000000 488895.2272974 4585800.2847164 0.0000000
315534750.0000000 488892.5377011 4584047.3761825 0.0000000
315534780.0000000 495173.4290039 4602446.2522512 0.0000000
315534810.0000000 513611.2710603 4597636.8711877 0.0000000
315534840.0000000 501430.3687249 4580533.1947187 0.0000000
315534870.0000000 496477.6071646 4577466.3474120 0.0000000
315535080.0000000 495161.1077181 4584040.4730732 0.0000000
315535110.0000000 489227.0242990 4587114.4714349 0.0000000
315535140.0000000 488892.5377011 4584047.3761825 0.0000000
315535380.0000000 504070.0551795 4582287.0952047 0.0000000
315535860.0000000 473673.0743978 4572254.5366661 0.0000000
315535890.0000000 474069.4883003 4590658.8174950 0.0000000
315535920.0000000 495153.2083861 4572208.4669086 0.0000000
315535950.0000000 491524.2483031 4577470.4430844 0.0000000
315535950.0000000 491493.0956410 4550739.4593485 -1.0000000
315535980.0000000 495154.3775944 4573961.3423873 0.0000000
315536010.0000000 495153.2083861 4572208.4669086 0.0000000
315536400.0000000 476361.1144614 4585830.3750113 0.0000000
315536430.0000000 468738.7635394 4577532.8406155 0.0000000
315536460.0000000 506388.9576338 4572209.6590331 0.0000000
315536520.0000000 480309.7233320 4582312.7113891 0.0000000
315536550.0000000 478994.7861445 4584069.3259106 0.0000000
315536790.0000000 477669.6793612 4582320.3682290 0.0000000
